timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
00:00.0,3223.9,1,-0.1,-0.4,-21,-4,9
00:00.5,3218,0.8,0.1,-0.8,-9,-2,8
00:01.0,3239.2,0.7,0.1,-0.7,5,-19,13
00:01.5,3215.9,1.2,0,-0.7,-25,-9,8
00:02.0,3250.4,1.1,-0.2,-0.5,-26,1,16
00:02.5,3227.4,0.8,0.1,-0.5,-3,-17,2
00:03.0,3230.4,0.8,0.1,-0.8,29,5,0
00:03.5,3273.6,1,0,-0.6,-2,4,14
00:04.0,3271.1,0.9,0.1,-0.7,28,15,-6
00:04.5,3262.9,1.1,-0.2,-0.6,10,-8,-2
00:05.0,3237.6,1.1,-0.2,-0.5,-18,18,-1
00:05.5,3230.6,0.7,0.1,-0.7,9,-16,3
00:06.0,3255.3,0.8,0,-0.8,4,-12,13
00:06.5,3255.3,0.7,0,-0.6,-10,22,6
00:07.0,3237.3,1,0.2,-0.5,11,-5,11
00:07.5,3225.4,0.9,-0.2,-0.6,-28,-18,6
00:08.0,3251.2,0.7,-0.1,-0.4,-33,8,-11
00:08.5,3220.9,1.1,0,-0.8,-10,-2,-14
00:09.0,3222.4,1.1,-0.1,-0.5,12,11,-3
00:09.5,3259.9,0.8,0.5,-0.9,3,-46,26
00:10.0,3250.7,1.1,-0.1,-0.7,-3,21,2
00:10.5,3220,0.9,0.1,-0.8,-17,12,6
00:11.0,3269.3,1,-0.1,-0.4,22,-23,4
00:11.5,3240.5,1.2,-0.1,-0.7,-16,19,-9
00:12.0,3260.2,1,0.1,-0.5,-22,8,10
00:12.5,3217.7,0.9,0,-0.5,24,2,-1
00:13.0,3272,0.9,-0.1,-0.5,-10,-10,7
00:13.5,3257,1,0,-0.5,-19,-11,-3
00:14.0,3260.1,0.8,0.1,-0.6,25,3,-5
00:14.5,3263.7,0.8,-0.1,-0.4,3,-10,-9
00:15.0,3222.3,1.1,0,-0.4,2,-11,3
00:15.5,3223,0.9,0,-0.5,-30,-7,2
00:16.0,3265.2,1.1,0,-0.6,23,11,-13
00:16.5,3264.3,1.2,0.2,-0.5,22,21,4
00:17.0,3229.4,0.5,-0.1,-0.4,-30,12,-21
00:17.5,3273,0.6,-0.2,-0.7,-24,1,14
00:18.0,3252.1,0.9,-0.1,-0.7,3,-18,-3
00:18.5,3267.3,0.9,0,-0.7,-23,-6,13
00:19.0,3261.4,1.2,-0.1,-0.7,9,2,11
00:19.5,3222.6,1.1,0,-0.7,-4,-19,1
00:20.0,3227.5,0.6,0,-0.8,16,-11,12
00:20.5,3240,0.6,0.1,-0.5,-20,4,7
00:21.0,3264.9,0.8,0,-0.6,23,17,-11
00:21.5,3227.5,1.1,0.2,-0.7,0,12,13
00:22.0,3264.5,0.7,0,-0.4,7,21,1
00:22.5,3234.9,1,0.1,-0.4,18,-11,11
00:23.0,3239.2,0.8,0,-0.7,29,-22,5
00:23.5,3230.3,1,-0.2,-0.6,-22,-4,2
00:24.0,3274.3,1.2,0.1,-0.8,-2,-14,-1
00:24.5,3248.3,1.1,0.1,-0.8,-15,-17,-2
00:25.0,3245.9,0.8,0.1,-0.5,3,3,0
00:25.5,3256.4,0.6,0.1,-0.6,19,-11,-9
00:26.0,3228.1,1,0.1,-0.5,-2,44,-27
00:26.5,3245.2,0.9,0,-0.6,-6,24,6
00:27.0,3243.1,0.8,0.2,-0.5,13,1,-15
00:27.5,3257.4,1.2,0.2,-0.7,21,5,-1
00:28.0,3229.4,1.1,0.1,-0.6,-11,-11,-13
00:28.5,3255,1.1,-0.2,-0.6,14,2,-12
00:29.0,3261.3,0.9,-0.1,-0.6,-21,11,-16
00:29.5,3261.3,0.8,-0.1,-0.8,-12,4,12
00:30.0,3224.7,0.6,0.1,-0.6,-9,1,1
00:30.5,3274.1,0.7,-0.2,-0.5,-14,27,-11
00:31.0,3215.9,0.9,0.1,-0.6,23,3,-3
00:31.5,3243.8,1.1,0.1,-0.6,-2,3,0
00:32.0,3268.6,1.2,0.1,-0.8,6,14,7
