timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
50:40.0,783.3,0.1,0.1,1,-0.5,20.1,0.3
50:40.6,809.5,0.1,0,1,-2,1.3,0.2
51:03.6,783.3,0.1,0,1,-0.7,3.8,0.1
51:04.1,796.4,0,-0.1,0.9,-1.2,6.3,0.7
51:04.7,796.4,0.3,0,0.7,-3,12.8,2.1
51:05.3,809.5,0,0,0.9,1.2,1.3,3
51:05.9,796.4,0,0.1,1.5,3.4,23.4,0.5
51:06.4,757.1,0.2,0.2,0.6,-13.2,9.5,7.9
51:07.0,822.6,-0.1,-0.6,1.2,-2.1,-26.7,36.5
51:07.6,835.7,-0.1,0.3,1.1,-0.4,0.5,26.8
51:08.1,783.3,0.1,0,1.2,-7.3,-27.7,13.4
51:08.7,796.4,0.1,-0.1,1.1,-1.2,5.2,20.2
51:09.2,809.5,0.1,-0.3,0.6,2.8,-11.7,31.4
51:09.8,822.6,-0.2,0.2,1.1,-3.3,-9,16.5
51:10.4,783.3,-0.2,0.3,1.3,0.5,-1.5,7.6
51:10.9,796.4,-0.1,0,1.2,-1.6,-16.9,17.8
51:11.6,835.7,0.4,0.1,1.1,-3.8,-9.3,28.5
51:12.1,822.6,0,0,1.1,-3.9,-2.4,23
51:12.6,835.7,-0.1,0.5,0.5,-5.2,41.1,11.2
51:13.2,809.5,0.2,-0.1,1,-2.2,6.3,15.8
51:13.7,783.3,0.1,0.2,0.3,4.6,28.9,25.9
51:14.3,835.7,0.1,0.2,0.9,0.1,15.5,29.2
51:14.9,809.5,0.1,0.1,0.7,-0.3,-1.2,10
51:15.4,835.7,0,0,1,-0.6,-25.8,0.4
51:16.0,783.3,-0.1,-0.4,0.8,-5.3,3.8,0.9
51:16.6,822.6,-0.2,0,1.2,-5.7,-0.1,4
51:17.1,822.6,0.2,-0.3,0.9,-4.7,10.7,-0.1
51:17.7,770.2,0,-0.1,1.8,18.6,-2.1,-2.2
51:18.2,796.4,0.2,0.2,0.8,-2.9,2.3,0.8
51:18.8,835.7,-0.1,0.3,1.2,-7.1,0.4,-1.9
51:19.4,809.5,-0.1,-0.1,1,-4.9,13.7,15.6
51:19.9,848.8,0.3,0,0.9,-4,-6.5,31.9
51:20.5,835.7,0.1,-0.1,0.9,1.9,12.4,28.9
51:21.1,835.7,-0.2,0.1,1.3,-3,2.4,16
51:21.7,809.5,-0.2,-0.3,1,-5.9,20.7,26.1
51:22.2,783.3,-0.1,0,1.5,-5.7,-33.1,30.1
