timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
42:26.7,901.3,0.1,0,1,-2,1.4,0.2
42:27.3,927.5,0.1,0,0.9,-2,5.4,-0.6
42:27.9,914.4,0.1,0,1,-5.9,3.6,-1
42:28.4,914.4,0.1,-0.1,0.9,-0.6,10.5,-0.1
42:28.9,940.6,0,0.7,1.4,-11.7,-5.8,-1.6
42:29.5,966.8,0.2,0,0.4,-6,10.6,1.4
42:30.1,927.5,-0.2,0.1,1,-1.6,-35.1,22.8
42:30.6,901.3,-0.2,-0.1,1,1.8,2.4,40.7
42:31.2,901.3,-0.1,0.2,1.1,-0.1,0.8,14
42:31.8,914.4,0.2,0.1,1,2.7,4.9,16.5
42:32.4,888.2,-0.1,0.1,1.2,-4.2,2,29.2
42:32.9,875.1,-0.1,-0.1,1.4,1.3,-18.3,28.5
42:33.4,901.3,0.1,-0.3,0.7,1.6,-8.6,15.5
42:34.0,914.4,0.3,-0.3,0.6,9.5,8.5,27.9
42:34.6,888.2,-0.3,0,1.1,-1.2,-36.2,38.2
42:35.2,901.3,0.2,0.1,0.7,-2.5,-37.8,16.6
42:35.7,875.1,0,0.5,1.2,-8.7,-10.1,28.4
42:36.3,914.4,0.1,0.1,0.7,-7.7,1.6,38.5
42:36.9,914.4,0,-0.2,0.9,-5.9,43,8.5
42:37.4,914.4,0.3,0.4,1.4,-0.9,-5.2,0.2
42:38.0,901.3,-0.2,-0.3,1.1,1.4,6.7,-1.7
42:38.5,901.3,0.2,0.4,1.3,-4,6.8,0.2
42:39.1,862,0.2,-0.1,1.2,-13.1,29.5,-2.9
42:39.7,862,0.2,0,0.5,2.6,-22.7,1.7
42:40.2,875.1,0,-0.3,0.9,-5.8,-0.2,0.7
42:40.8,901.3,0.1,-0.1,1.2,3.3,0.7,25.2
42:41.4,901.3,-0.2,0.2,0.9,1,14.1,40.5
42:41.9,875.1,0.1,0.4,0.2,-2.5,0.7,13.3
42:42.5,875.1,0.1,0,1.1,-2.7,-14.7,29.6
42:43.0,875.1,0,0,1.2,1,-9.7,37.9
42:43.6,888.2,-0.1,0.3,1.7,-3.3,3.4,13.2
42:44.2,901.3,-0.1,0.1,0.8,-0.6,15.7,25.2
42:44.7,888.2,-0.1,0.1,1.1,-0.8,10,41.3
42:45.3,848.8,0.1,-0.6,0.8,4.7,7.4,17.5
42:45.9,914.4,-0.1,0.1,0.9,-9.4,1.7,28.8
42:46.4,888.2,0.1,0,1.1,-0.5,-22,42.9
42:47.0,875.1,-0.2,-0.2,1.1,-3.6,3.7,10.4
42:47.5,901.3,0.1,0.3,0.2,4.8,-16.9,3.4
42:48.1,875.1,0,0.5,1,-3.4,4.2,2.5
42:48.7,888.2,0,0,1.1,2.9,12.4,-1.4
42:49.2,888.2,0.1,0.7,0.6,6.4,11.8,-0.7
42:49.8,888.2,0,0.1,1.1,-6,-1,1.4
42:50.4,927.5,0.1,0.2,0.9,-0.5,1.5,-0.2
42:51.0,875.1,0,-0.1,0.8,-0.1,10.9,17.1
42:51.5,848.8,-0.1,0.2,0.7,4.1,-20.9,42.5
42:52.0,875.1,0.5,-0.2,0.5,-2.5,-3.7,16.6
42:52.6,848.8,0.2,-0.4,0.5,7.1,44.7,22.1
42:53.2,875.1,0.2,-0.3,0.6,-11.8,2.1,34.8
42:53.8,862,0.3,0,0.7,1.3,18.3,15
42:54.3,888.2,0,0.3,1,0.8,2.2,14.5
42:54.9,888.2,0.1,0.1,1.1,2.9,37.6,28.9
42:55.5,901.3,0.1,0.2,0.5,-3.8,16,31.2
42:56.0,875.1,0.1,0.2,0.8,-7.7,17.3,8.2
42:56.5,888.2,-0.1,-0.4,0.8,-8.2,0.7,27.6
42:57.1,940.6,0,-0.1,0.7,2.4,-0.4,35.7
42:57.7,888.2,0,-0.3,0.9,-3.4,-10.9,16.9
42:58.3,914.4,0.2,0.5,0.3,1.5,-10.6,1.9
42:58.8,901.3,-0.2,-0.2,1.3,-3.4,-3.7,0.6
42:59.4,901.3,0,0.2,0.8,-0.6,10.7,3.6
43:00.0,888.2,0,0.1,0.7,-5.8,3.5,1
43:00.5,901.3,0.1,0,0.8,0.3,7.3,-0.4
43:01.1,888.2,0,0.5,1.2,-9.6,-0.2,1
43:01.6,888.2,0.1,0.4,1.2,-7.3,9.1,7.3
43:02.2,888.2,0.1,0.2,0.9,0.1,-4.9,28.7
43:02.8,888.2,-0.4,0.1,1.6,-8.5,-13.4,37
43:03.3,888.2,0,0.6,1.4,-2.3,21.4,7.1
43:03.9,862,0,-0.2,0.5,4.3,-8.7,26.9
43:04.5,875.1,-0.2,0.1,1.6,-7.1,7.1,33.7
43:05.0,875.1,0.1,-0.2,0.7,-3.3,-13.4,14.8
43:05.6,888.2,0,0.1,0.8,-6.3,-10.8,16.3
43:06.1,901.3,0.1,-0.4,1,-3.3,22,33
43:06.7,888.2,0,0.1,1,-7,13.3,26.7
43:07.3,901.3,-0.2,0,1.2,-9.3,6.7,17.8
43:07.8,862,0.1,-0.1,0.9,3.6,-7,30.8
43:08.4,862,-0.1,0.1,1.5,-2.6,4.7,26.5
43:09.0,901.3,0.2,0.3,1.1,-0.2,5.2,8.7
43:09.6,875.1,0,-0.5,0.6,2.2,-10.9,-0.5
43:10.1,914.4,0,0.3,1.5,-8.8,6.7,1.2
43:10.6,888.2,0.1,-0.1,0.7,-3.9,-11.3,0.8
43:11.2,888.2,0.1,-0.2,0.8,3.9,9.3,0.3
43:11.8,927.5,0,0,1,-3,-2.9,-0.2
43:40.2,914.4,0.1,0,1,-2,1.1,0.1
43:40.8,875.1,-0.1,0.2,1.2,-3.2,-19.5,-0.1
43:41.4,927.5,0.1,-0.3,1,-1.5,7.5,0.1
43:41.9,914.4,-0.1,0.2,0.9,-2.6,-2,1
43:42.4,901.3,0,0.2,0.7,-9.3,-2.3,4.1
43:43.0,927.5,-0.2,0,1.1,0.3,-16.5,25.3
43:43.6,953.7,0,0.2,0.8,-0.6,2.1,39.5
43:44.2,914.4,0,0.3,1.1,-3.7,14.2,15.3
43:44.7,901.3,-0.1,-0.5,0.6,3.7,11.3,14.9
43:45.3,875.1,-0.1,-0.1,0.9,-4.8,-1.9,27.7
43:45.9,888.2,0.2,0,0.6,-0.9,0.8,26.2
43:46.4,901.3,0.1,0.1,1.2,-0.9,32.9,7.7
43:47.0,901.3,0,0.1,0.9,-1.6,8.6,17.6
43:47.5,940.6,-0.2,0.2,1.4,-8.6,16.7,23.5
43:48.1,901.3,-0.3,0.2,1.7,-2.8,-24.5,30.9
43:48.7,914.4,0.1,0.1,0.9,-2.8,11.8,11.6
43:49.2,914.4,0.1,-0.1,1,-4.1,0.9,14.2
43:49.8,927.5,-0.2,-0.2,1.2,-4.8,-7.1,25.2
43:50.4,914.4,0.1,0.4,0.9,-5.2,-3.2,31.6
43:50.9,901.3,-0.1,-0.3,0.9,0,18.3,11
43:51.5,888.2,0.3,0.1,0.7,-8.9,-23.6,3.6
43:52.0,927.5,0.1,-0.3,0.6,-5.2,-1.6,0.8
43:52.6,914.4,0,-0.1,1.1,-3.1,-15.3,0.5
43:53.2,914.4,-0.1,0.1,1.5,-14.4,6.7,-2.2
43:53.7,940.6,-0.1,0.1,1.2,4.1,8.1,3
43:54.3,914.4,0.4,0.1,0.7,13.5,12.8,-4.7
43:54.9,901.3,0.1,-0.1,1.4,-5.6,3.4,1.2
43:55.4,927.5,-0.1,-0.6,1.5,-3.9,18.4,45.2
43:56.0,888.2,0.1,-0.1,0.7,8.8,15.2,28.6
43:56.5,888.2,0,-0.5,0.7,3.1,17.4,26.2
43:57.1,914.4,0.2,-0.6,0.3,-2.5,-3.5,45.3
43:57.7,927.5,-0.1,-0.7,0.9,4.4,-0.2,15
43:58.2,901.3,-0.1,0.1,0.9,-9.9,11,35.1
43:58.8,927.5,0,0,0.7,5.1,8.3,37.8
43:59.4,888.2,0,0.2,1.3,-6,-26.3,21.7
44:00.0,862,0,-0.2,1.4,4.2,-22.9,50.5
44:00.5,901.3,-0.1,-0.2,1.5,5.8,6.5,15.5
44:01.0,888.2,0.2,-0.2,0.9,9.5,17.6,-0.3
44:01.6,888.2,0,-0.3,0.7,-3.4,12.2,0.3
44:02.2,901.3,0,1.3,1.8,5.4,-29.9,0.9
44:02.8,862,0.1,0.2,1.4,2,7.9,-1.2
44:03.3,914.4,-0.1,-0.3,1.1,-2.7,-4,-0.9
44:03.9,914.4,0,0,0.5,-7.9,7.2,7.2
44:04.5,875.1,0,0.3,1.2,-7.7,8.1,44
44:05.0,901.3,0,0.2,0.9,-11.5,9.4,24.7
44:05.6,862,-0.1,0.2,1.5,0.5,14.6,25.3
44:06.1,901.3,0,-0.2,1.5,1.3,32.5,43.9
44:06.7,914.4,0.1,-0.2,0.6,-14.9,2.3,10.9
44:07.3,875.1,-0.2,0.3,1.7,-7.5,25.3,26.4
44:07.8,888.2,-0.1,-0.3,1.4,-1.2,13.4,40.7
44:08.4,875.1,-0.1,-0.3,1,-2.3,-36.8,14.6
44:09.0,940.6,0,-0.5,1,-2.6,-21.3,34.9
44:09.5,901.3,0,-0.3,0.9,5.3,17.3,38.3
44:10.1,927.5,0,-0.3,1.2,-4.1,-8,2.7
44:10.6,875.1,0,0.2,0.8,1.5,2,1.5
44:11.2,901.3,0,-0.2,0.9,-2.5,4,0.9
44:11.8,901.3,0.1,-0.2,0.7,-3.6,-19.5,5
44:12.3,914.4,-0.1,0,1.3,0.4,-10.2,0.6
44:12.9,901.3,0,0.4,1.7,-7.1,0.1,-7.2
44:13.5,875.1,0,0,1.2,5.8,1.3,29.5
44:14.0,914.4,0.2,0.6,1.8,0.3,-17.1,48.3
44:14.6,914.4,-0.1,-0.2,1.3,3.7,8.4,11.4
44:15.1,901.3,-0.1,-0.8,1.1,-3.3,22.5,36.5
44:15.7,953.7,0.1,-0.4,0.6,-3.2,1.8,33.7
44:16.3,888.2,0,-0.2,0.8,-0.4,-4.5,14.8
44:16.8,901.3,0.2,0.3,1,-7.8,25.1,29.6
44:17.4,901.3,0,0.3,1.6,-5.1,-22.2,28.9
