timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
16:01.1,1084.8,-0.1,-0.3,0.3,-72,-14.7,28.1
16:01.6,1058.6,0,0.2,0.9,-3.1,-0.8,-9.6
16:02.2,1084.8,0.1,0.5,0.7,-36.7,3.1,2.3
16:02.8,1097.9,-0.1,0,0.9,11,-0.9,-9.7
16:03.3,1058.6,0.1,-0.3,1.1,14.8,-8.2,21.9
16:03.9,1097.9,-0.2,-0.4,1,-16.5,1.8,33.9
16:04.5,1097.9,0,-0.1,0.6,-2.7,15.7,7.7
16:05.0,1097.9,0.1,0.2,0.9,-4.3,5.8,14.9
16:05.6,1097.9,0.1,0,1,-9.7,-3.3,19.1
16:06.1,1084.8,0.2,-0.1,1,-4.7,13.1,29.8
16:06.7,1071.7,0.1,-0.1,1.1,13.2,-45.6,13.5
16:07.3,1097.9,0.1,0,1,-1.6,-14.5,16.5
16:07.8,1084.8,0.2,0,0.9,-9.8,-12.7,40.4
16:08.4,1124.1,0.1,-0.6,1.3,22.5,-35.7,23.7
16:09.0,1111,0,0.2,0.9,5.8,5.3,7.9
16:09.6,1097.9,0,-0.1,1.6,-20.8,29.9,58.5
16:10.1,1124.1,0.2,0.1,1.2,-14,8.1,18.7
16:10.6,1045.5,-0.2,-0.3,1,0.1,-15.3,2.4
16:11.2,1058.6,-0.3,-0.1,1,10.5,11.5,-6.6
16:11.8,1097.9,0.2,-0.1,1,-5.9,-8.5,-4
16:12.3,1097.9,0,0.1,0.8,23.3,7.2,-11.9
16:12.9,1084.8,-0.1,0,1.1,-1.2,-21.3,-3.2
16:13.5,1084.8,0.1,0.3,1,5.4,26.7,-6.1
16:14.1,1111,-0.1,-0.2,1.2,9.8,-39.5,14.6
16:14.6,1097.9,0.1,0.1,0.9,5.1,14.6,21.4
16:15.2,1097.9,0.1,-0.1,0.7,-9.5,16.9,31.1
16:15.7,1045.5,0.1,0.1,0.9,-14.3,-28.6,13.6
16:16.3,1084.8,0.2,0.1,0.9,-4.5,9.3,18.7
16:16.9,1071.7,0.1,0.1,0.8,-8.2,4.2,28.1
16:17.4,1032.3,0.4,0.3,0.8,-7,-0.1,18.9
16:18.0,1058.6,-0.1,0.2,1.2,13.7,-4.7,10.4
16:18.6,1045.5,0.1,0,1,-8.8,-8.3,35.7
16:19.1,1071.7,-0.1,-0.2,1,-10.6,-5.8,28.7
16:19.7,1071.7,0,0,0.8,-4.7,6.3,16.3
16:20.2,1084.8,0.2,0,0.9,-5.9,-3.5,38.3
16:20.8,1111,0.1,-0.2,1.2,9.3,1.8,28.5
16:21.4,1097.9,0.1,0,1,-7,-2.1,0.2
16:21.9,1097.9,0.3,0,1.1,11.6,-31.5,11.2
16:22.5,1084.8,0.3,0,0.8,-17.4,-16,8.6
16:23.1,1084.8,0.2,0.3,0.7,-1.6,14.9,-2.4
16:23.6,1097.9,0.2,0.3,0.9,-5.6,15.8,-3.7
16:24.2,1097.9,0.3,0.1,0.8,-16.4,-7.3,8.7
16:24.7,1097.9,0.3,0.2,0.7,-28.4,11.2,8.9
16:25.3,1071.7,0.2,0.1,0.9,-11.2,-21.2,26.7
16:25.9,1097.9,0,0.1,1,-8.9,-21.4,41.3
16:26.4,1097.9,0,-0.1,0.9,6.8,-4.4,17.1
16:27.0,1097.9,0.2,-0.1,1.1,0.8,-9.1,14.2
16:27.6,1097.9,0.1,0.1,1,-7.8,10.4,17.1
16:28.1,1097.9,-0.1,0.1,1,10.7,-30.2,29.3
16:28.7,1084.8,0.1,-0.1,1.1,3.1,19.3,8.7
16:29.2,1058.6,0,0,0.9,-2.9,-3.1,17.6
16:29.8,1097.9,0.1,-0.2,0.9,4.5,-3.5,26.9
16:30.4,1045.5,0,-0.1,1,-4.7,0.3,26.8
16:30.9,1084.8,0,-0.5,1,23.6,-51.3,14.9
16:31.5,1084.8,0.1,-0.3,1,9,8.5,40
16:32.1,1097.9,-0.1,0,1,-7.8,-10.1,31.6
16:32.7,1111,0,-0.4,1.3,-7.7,7.9,-2
16:33.2,1111,0.3,0,0.9,7.5,7.2,-0.4
16:33.7,1097.9,-0.4,0.2,1.2,-12.5,43.4,-15.7
16:34.3,1084.8,0.2,-0.2,1.1,13.8,-2,5.7
16:34.9,1071.7,0,0.3,1,-21.5,3,0.1
16:35.5,1058.6,0.2,0,0.7,-15.7,1.4,4.2
16:36.0,1071.7,0.2,0.1,0.9,-3.4,-2.9,0.9
16:36.6,1058.6,0,0.1,1,-1,15.4,10.8
16:37.2,1097.9,0,-0.2,0.8,-3.9,-6.1,30.7
16:37.7,1084.8,0.1,-0.1,1,-16.8,22.7,34.7
16:38.3,1071.7,-0.1,-0.2,1.2,-12.5,22.1,16.4
16:38.8,1058.6,0.1,0.2,0.8,-14.7,-1.6,25
16:39.4,1084.8,-0.1,0,1,-2,-9.2,31.2
16:40.0,1084.8,0.2,-0.4,0.9,6,-4.2,26.8
16:40.5,1084.8,0,-0.3,1,12.2,14.9,16
16:41.1,1071.7,0,0.1,0.9,-7.1,10.7,33.4
16:41.7,1071.7,0.1,0.1,0.8,-7.1,-16.4,36.9
16:42.2,1071.7,0,0,1,-14.5,-10.1,22
16:42.8,1058.6,0.3,0,0.9,5,-1.8,29
16:43.3,1084.8,0.3,-0.3,1,6.6,2.3,42.2
16:43.9,1071.7,0.1,-0.2,0.8,7.4,-21.7,3.9
16:44.5,1097.9,0.1,-0.7,1.2,11.2,12.5,8.6
17:18.7,1084.8,0,0,1,-1.8,1.4,0.1
17:19.2,1084.8,0.1,0,1,-10.9,-1.1,2.2
17:19.8,1045.5,0.1,0,0.7,-1.3,-1.4,-7.4
17:20.4,1058.6,0.1,0,0.9,-10.4,-25.4,12
17:20.9,1071.7,0.5,0.4,0.8,-12.7,4.8,-0.3
17:21.5,1071.7,0.2,0.2,1,-4.7,-19.9,1
17:22.0,1058.6,-0.2,0.1,0.9,-7.2,23.1,-6.7
17:22.6,1084.8,0.3,0,0.8,12,-8.1,17.1
17:23.2,1084.8,-0.1,-0.1,1.1,-19.4,3.9,33.1
17:23.7,1111,0.2,-0.2,0.9,18.4,-6.4,29.7
17:24.3,1058.6,0.1,0.1,1.1,-18.9,13.7,15.7
17:24.9,1071.7,-0.2,-0.2,1,-6.2,12.6,15.5
17:25.4,1045.5,0.2,0.5,1.2,19,-8.3,13.6
17:26.0,1032.3,0.2,-0.1,1,-1.9,-10.7,16.5
17:26.5,1032.3,-0.1,-0.2,1.1,-15.5,-24.4,17.7
17:27.1,1045.5,-0.2,0,1.1,-1.6,2.8,23.2
17:27.7,1058.6,0.2,-0.2,1.1,3.1,6.3,28.2
17:28.2,1097.9,0.3,-0.4,0.9,-31.8,-4.4,26
17:28.8,1058.6,-0.1,-0.6,1.1,17,-23.9,49.4
17:29.4,1071.7,0.2,0.2,1.1,7.2,-7.3,25.5
17:29.9,1045.5,0,0,0.9,-7.5,-3.9,8.4
17:30.5,1084.8,0,-0.3,1.1,2.7,-3.4,1.3
17:31.0,1084.8,0.1,0.3,0.9,2.6,-3.5,-1.4
17:31.6,1097.9,0.2,0,0.7,-10.5,9.6,4.6
17:32.2,1045.5,-0.4,-0.4,0.9,45.1,19.3,-21.9
17:32.7,1058.6,-0.1,0.1,1,3.5,3,-2
17:33.3,1071.7,0.1,0.2,0.7,-15.4,-0.3,1.7
17:33.9,1058.6,0,0.3,1.1,-3.8,-2.1,0.3
17:34.5,1058.6,0.2,0.1,0.9,9.7,-1.6,23.3
17:35.0,1058.6,0.1,-0.3,1,0,-3.4,33.2
17:35.5,1058.6,-0.1,0.1,1,-16,1.7,21.9
17:36.1,1058.6,-0.1,-0.5,1.1,-2.7,-5.2,14.6
17:36.7,1071.7,0.1,0,1.1,16.8,2.2,15.3
17:37.3,1058.6,0.1,0.1,1,-0.5,7.5,34.2
17:37.8,1032.3,0.2,0.2,1.1,-15.3,24.4,16.7
17:38.4,1045.5,-0.1,-0.2,0.9,-0.2,-9.4,27.8
17:39.0,1071.7,0.1,-0.2,1.1,1.1,2.9,40
17:39.5,1019.2,0,-0.1,1,-18.6,12.8,20.4
17:40.0,1045.5,0,0.1,1,-6.5,28.8,16.3
17:40.6,1058.6,0.1,0.1,1,-7,4.5,43
17:41.2,1019.2,0.2,-0.8,0.7,-9.5,10.6,27.2
17:41.8,1071.7,0.1,0.2,1,5.2,10.2,-9.4
17:42.3,1058.6,0.2,0.1,0.8,-15.6,7.3,2.7
17:42.9,1058.6,-0.2,0,1.1,4.3,11.4,-6.9
17:43.5,1071.7,-0.2,-0.1,1,7.7,25.7,-3.9
17:44.0,1045.5,-0.2,0,0.9,11.7,2.2,-14.9
17:44.6,1071.7,0.1,0.4,0.6,-4.3,32.4,-7.6
17:45.1,1084.8,0,0.3,0.5,9.6,13,-12
17:45.7,1071.7,0,-0.1,1,-13.5,-6.2,22.2
17:46.3,1019.2,0.1,-0.5,1.2,3.7,-11.4,37
17:46.8,1045.5,0.2,-0.2,0.9,3.7,-16.7,20.2
17:47.4,1045.5,0.1,0,0.9,-11.5,2,15.5
17:48.0,1058.6,0,-0.2,1,-5,7.2,21.8
17:48.5,1032.3,0.2,0.4,1.1,18.1,2,22.6
17:49.1,1006.1,-0.1,-0.1,0.9,-8.6,0.7,17.5
17:49.6,1019.2,-0.3,-0.4,1.1,-11.3,-4.5,20.5
17:50.2,1032.3,0.1,0.1,0.9,-9.7,-5.7,27.8
17:50.8,1045.5,0.1,0.1,1,-13.7,0,36.3
17:51.3,1071.7,-0.1,0,0.8,-3.8,-2.1,9.4
17:51.9,1071.7,0.1,-0.2,1,6.4,6.9,26.3
17:52.5,1071.7,0.1,0.1,0.8,-18.5,-16.5,54.9
17:53.0,1058.6,0.1,-0.4,0.9,-12.9,-2.8,18.8
17:53.6,1058.6,0.2,0.3,0.9,4,7.4,-1.6
17:54.1,1045.5,0.2,-0.1,1,-17.4,-4.1,5.9
17:54.7,1058.6,-0.2,0,1.1,-0.4,11.1,-3.7
17:55.3,1045.5,0.2,0.2,0.9,-7.3,-0.9,2.4
17:55.8,1045.5,0.1,0,0.9,-9.5,2.8,3.5
17:56.4,1071.7,0.2,0,1.1,2.7,2.6,4.2
17:57.0,1045.5,0,0.2,1.1,-1.4,24.8,-0.7
17:57.6,1045.5,-0.2,0.2,1.1,-4.4,-11.3,15.2
17:58.1,1058.6,0.2,-0.4,0.7,-2.1,7.8,29.7
17:58.6,1019.2,-0.1,-0.2,1.3,0,-4.4,23.9
17:59.2,1032.3,0.1,0,0.9,4.2,17.2,2.6
17:59.8,1032.3,0,-0.2,0.9,-3.5,-5.6,23.4
18:00.3,1006.1,0.1,0,0.8,0.2,-5.6,20.7
18:01.0,1032.3,0.1,-0.1,1.1,22.2,-10.9,20.7
18:01.5,1019.2,-0.2,-0.1,1.2,11.5,8.9,8.4
18:02.1,1045.5,-0.1,-0.4,0.7,-11.9,29.8,29.2
18:02.6,1032.3,0.2,0.1,1,7.2,7.7,33.6
18:03.1,1032.3,0,0,1,0.2,4.5,2.7
18:03.7,1058.6,-0.3,-0.1,1.2,0.7,0,28.2
18:04.3,1032.3,0.1,-0.3,1,27.1,-12.4,31.8
18:04.9,1071.7,-0.1,-0.3,1,1.5,-21.7,10.1
18:04.9,1071.7,-0.1,-0.3,1,1.5,-21.7,10.1
19:44.7,1032.3,0.1,0,1,-2.1,1.1,0.4
19:45.2,1071.7,0.1,0,0.9,0.9,0.6,0.7
19:45.7,1058.6,0,-0.2,1,-7.9,10,2.3
19:46.3,1019.2,0.1,0.1,0.9,-2,0.6,-1.7
19:46.9,1071.7,0.4,0.1,0.8,-5.2,10.9,5.4
19:47.5,1032.3,0.1,0,1,22.4,-4.6,-0.7
19:48.0,1071.7,0.2,0,0.8,1.6,-1.4,0.9
19:48.6,1032.3,0,0.2,1,5.3,-5.7,-7.5
19:49.2,1071.7,0.2,0,0.7,-11,-3,13.5
19:49.7,1045.5,0.3,0.1,0.7,-2.3,-18.3,28.5
19:50.3,1006.1,0.1,0.1,0.8,-11.2,-0.9,29.6
19:50.8,1032.3,0.3,0.1,0.8,1.6,3.5,8.2
19:51.4,1019.2,0,0,0.8,-7.7,-0.7,27.4
19:52.0,1032.3,0.2,0.2,1,12,0.8,36.2
19:52.5,1006.1,-0.1,0,1,4,-3.5,7
19:53.1,1019.2,0.1,-0.2,1,-2.9,6.2,18.2
19:53.7,1032.3,0,-0.2,1,1.2,-2.4,22.3
